11.73 1.62 1.73 17 1.32e-9 0.32e-9
15.65 2.20 2.30 17 7.45e-10 1.81e-10
23.91 28.8 6.06 17 8.1e-11 1.97e-11
11.25 2.19 1.19 20 1.56e-9 0.34e-9
16.27 4.61 2.83 20 4.44e-10 0.98e-10
29.95 76.2 9.07 20 1.77e-11 0.39e-11
